Backup job summary
 Report generated on Nov 10, 2022, 9:33:02 AM

Job Details
"Job ID","Server","Agent","HyperVisor Type","Subclient","Type","Backup Type","Application Size","Media Size","Job status","Failure Reason","Throughput (GB/Hour)","VM Operating System","VM Datastore","Retain Data Until"
"2563617","AHPQDWHRPVSQL01","SQL Server","N/A","06:00 AM backup","Backup","Transaction Log","1179770","15407","Completed","","0.440","","","Dec 10, 2022, 04:00:08 AM"
"2563616","AHPQDWHRPVSQL01","SQL Server","N/A","default","Backup","Transaction Log","10093520","144337","Completed","","1.410","","","Dec 10, 2022, 04:00:08 AM"
"2563615","AHPQDWAXMVSQL01","SQL Server","N/A","default","Backup","Transaction Log","12845666","316818","Completed","","2.270","","","Dec 10, 2022, 04:00:08 AM"
"2563614","AHPTDWINTVSQL01","SQL Server","N/A","default","Backup","Transaction Log","30346096","441264","Completed","","1.990","","","Dec 10, 2022, 04:00:07 AM"
"2563613","AHPTDWHRPVSQL01","SQL Server","N/A","default","Backup","Transaction Log","9831376","131748","Completed","","1.430","","","Dec 10, 2022, 04:00:07 AM"
"2563612","AHPTDWAXMVSQL01","SQL Server","N/A","default","Backup","Transaction Log","6160994","85776","Completed","","1.150","","","Dec 10, 2022, 04:00:08 AM"
"2563611","AHPDDWHRPVSQL01","SQL Server","N/A","default","Backup","Transaction Log","11534824","325578","Completed","","2.420","","","Dec 10, 2022, 04:00:07 AM"
"2563610","AHPDDWAXMVSQL01","SQL Server","N/A","default","Backup","Transaction Log","18350812","1489317","Completed","","3.080","","","Dec 10, 2022, 04:00:07 AM"
"2563609","ahpddwinfa01","SQL Server","N/A","default","Backup","Transaction Log","46926216","6706125","Completed","","3.280","","","Dec 10, 2022, 04:00:07 AM"
"2563608","ahppdwacurpts","SQL Server","N/A","default","Backup","Transaction Log","4850152","65994","Completed","","0.070","","","Nov 24, 2022, 04:00:07 AM"
"2563607","ahppdwacuity","SQL Server","N/A","default","Backup","Transaction Log","17957596","2828432","Completed","","0.170","","","Nov 24, 2022, 04:00:06 AM"
"2563606","AHPPDWHRPVSQL01","SQL Server","N/A","Repli _Backup","Backup","Transaction Log","0","0","Completed","","'-1.000","","","Nov 10, 2022, 04:00:07 AM"
"2563605","AHPPDWHRPVSQL01","SQL Server","N/A","default","Backup","Transaction Log","6292066","91425","Completed","","1.760","","","Nov 24, 2022, 04:00:06 AM"
"2563604","AHPPDWAXMVSQL01","SQL Server","N/A","default","Backup","Transaction Log","78512494","20193621","Completed","","26.320","","","Nov 24, 2022, 04:00:06 AM"
"2563603","ahpdawautomic","SQL Server","N/A","default","Backup","Transaction Log","27394292","6627861","Completed","","7.650","","","Dec 10, 2022, 04:00:06 AM"
"2563602","ahp0414","SQL Server","N/A","default","Backup","Transaction Log","5374318","135218","Completed","","0.090","","","Nov 24, 2022, 04:00:06 AM"
"2563601","ahp0435","SQL Server","N/A","default","Backup","Transaction Log","2097396","26360","Completed","","0.700","","","Nov 24, 2022, 04:00:06 AM"
"2563600","gnvpawtfs","SQL Server","N/A","default","Backup","Transaction Log","7340764","100953","Completed","","0.070","","","Nov 24, 2022, 04:00:06 AM"
"2563599","ahp0213","SQL Server","N/A","default","Backup","Transaction Log","82254634","1425611","Completed","","3.060","","","Nov 24, 2022, 04:00:06 AM"
"2563598","ahp0926","SQL Server","N/A","default","Backup","Transaction Log","115485534","2146366","Completed","","1.410","","","Nov 24, 2022, 04:00:06 AM"
"2563597","miatdwvsql01","SQL Server","N/A","default","Backup","Transaction Log","34735056","1060428","Completed","","4.660","","","Dec 10, 2022, 04:00:05 AM"
"2563596","ahppdwhresb","SQL Server","N/A","default","Backup","Transaction Log","48435618","810278","Completed","","1.770","","","Dec 10, 2022, 04:00:05 AM"
"2563595","miapdwcm01","SQL Server","N/A","default","Backup","Transaction Log","101843432","14196991","Completed","","31.040","","","Nov 24, 2022, 04:00:05 AM"
"2563594","miapdwalmdb","SQL Server","N/A","default","Backup","Transaction Log","10224470","457416","Completed","","2.450","","","Nov 24, 2022, 04:00:05 AM"
"2563593","ahp0751","SQL Server","N/A","default","Backup","Transaction Log","262681264860","4890805579","Completed","","524.540","","","Nov 24, 2022, 04:00:05 AM"
"2563592","gnvpdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","121766376","32579248","Completed","","1.530","","","Nov 24, 2022, 04:00:05 AM"
"2563591","gnvpdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","3539310","44513","Completed","","0.060","","","Nov 24, 2022, 04:00:05 AM"
"2563590","gnvpdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","8651484","146900","Completed","","0.090","","","Nov 24, 2022, 04:00:05 AM"
"2563589","ahpddwacuity","SQL Server","N/A","default","Backup","Transaction Log","34800207410","8723430415","Completed","","454.000","","","Dec 10, 2022, 04:00:11 AM"
"2563588","miapdwfarm02","SQL Server","N/A","default","Backup","Transaction Log","4850030","91313","Completed","","0.080","","","Nov 24, 2022, 04:00:05 AM"
"2563587","miapdwfarm02","SQL Server","N/A","default","Backup","Transaction Log","91166432","1940476","Completed","","0.140","","","Nov 24, 2022, 04:00:05 AM"
"2563586","ahp0494","SQL Server","N/A","default","Backup","Transaction Log","1179770","17737","Completed","","0.570","","","Nov 24, 2022, 04:00:05 AM"
"2563585","ahp0758","SQL Server","N/A","default","Backup","Transaction Log","3998062","70920","Completed","","1.490","","","Nov 24, 2022, 04:00:05 AM"
"2563584","miapdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","12714960","234625","Completed","","2.660","","","Nov 24, 2022, 04:00:03 AM"
"2563583","miapdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","10224348","194907","Completed","","2.450","","","Nov 24, 2022, 04:00:03 AM"
"2563582","gnvtdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","100008424","30020866","Completed","","19.720","","","Dec 10, 2022, 04:00:03 AM"
"2563581","gnvtdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","4981224","69026","Completed","","1.110","","","Dec 10, 2022, 04:00:03 AM"
"2563580","gnvtdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","100270812","14317688","Completed","","16.810","","","Dec 10, 2022, 04:00:03 AM"
"2563579","ahp0493","SQL Server","N/A","default","Backup","Transaction Log","11535190","224374","Completed","","1.430","","","Dec 10, 2022, 04:00:03 AM"
"2563578","miatdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","4719080","59971","Completed","","0.990","","","Dec 10, 2022, 04:00:03 AM"
"2563577","miatdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","3539310","44299","Completed","","0.790","","","Dec 10, 2022, 04:00:03 AM"
"2563576","miatdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","40242276","783361","Completed","","2.040","","","Dec 10, 2022, 04:00:03 AM"
"2563575","miapdwfarm01","SQL Server","N/A","ERPM_DB","Backup","Full","7863009524","226249519","Completed","","775.380","","","Nov 24, 2022, 04:00:11 AM"
"2563574","ahp0759","SQL Server","N/A","default","Backup","Transaction Log","6553966","291813","Completed","","1.220","","","Dec 10, 2022, 04:00:03 AM"
"2563573","ahp0763","SQL Server","N/A","default","Backup","Transaction Log","11862748","429879","Completed","","1.810","","","Dec 10, 2022, 04:00:03 AM"
"2563572","avmedptccs01_Failover","SQL Server","N/A","CvFailoverLogShipping","Backup","Transaction Log","75104866","75274376","Completed","","20.980","","","Nov 24, 2022, 04:00:10 AM"
"2563571","miatdwfarm02","SQL Server","N/A","default","Backup","Transaction Log","12911812","200539","Completed","","1.350","","","Dec 10, 2022, 04:00:03 AM"
"2563563","miapdwfarm01","SQL Server","N/A","ERPM_DB","Backup","Transaction Log","6684916","636685","Completed","","3.200","","","Nov 24, 2022, 04:00:03 AM"
"2563561","avmedptccs01_Failover","SQL Server","N/A","CvFailoverLogShipping","Backup","Transaction Log","24904290","24963496","Completed","","4.640","","","Nov 24, 2022, 03:45:03 AM"
"2563559","miapdwfarm01","SQL Server","N/A","ERPM_DB","Backup","Transaction Log","6881524","641175","Completed","","2.310","","","Nov 24, 2022, 03:30:02 AM"
"2563558","avmedptccs01_Failover","SQL Server","N/A","CvFailoverLogShipping","Backup","Transaction Log","24380002","24438056","Completed","","7.430","","","Nov 24, 2022, 03:30:02 AM"
"2563556","avmedptccs01_Failover","SQL Server","N/A","CvFailoverLogShipping","Backup","Transaction Log","79954530","80134696","Completed","","16.750","","","Nov 24, 2022, 03:15:02 AM"
"2563554","ahp0218","SQL Server","N/A","default","Backup","Transaction Log","0","0","Completed","","'-1.000","","","Nov 10, 2022, 03:00:08 AM"
"2563553","ahppdwanlysql01","SQL Server","N/A","default","Backup","Transaction Log","14615504","313500","Completed","","2.450","","","Nov 24, 2022, 03:00:08 AM"
"2563552","ahppdworahyp11","SQL Server","N/A","default","Backup","Transaction Log","37291936","5785493","Completed","","4.630","","","Nov 24, 2022, 03:00:08 AM"
"2563551","ahppdwstepwse01","SQL Server","N/A","default","Backup","Transaction Log","6292066","92443","Completed","","0.070","","","Nov 24, 2022, 03:00:08 AM"
"2563550","ahptdwstepwse01","SQL Server","N/A","default","Backup","Transaction Log","2359540","30311","Completed","","0.660","","","Dec 10, 2022, 03:00:08 AM"
"2563549","ahpddwstepwse01","SQL Server","N/A","default","Backup","Transaction Log","3539310","45862","Completed","","0.990","","","Dec 10, 2022, 03:00:08 AM"
"2563548","ahppdwmoveit01","SQL Server","N/A","default","Backup","Transaction Log","23789934","6139683","Completed","","0.360","","","Nov 24, 2022, 03:00:08 AM"
"2563547","ahptdwmoveit01","SQL Server","N/A","default","Backup","Transaction Log","14090484","3984849","Completed","","3.150","","","Dec 10, 2022, 03:00:08 AM"
"2563546","ahptdworahyp11","SQL Server","N/A","default","Backup","Transaction Log","22480800","1080130","Completed","","1.840","","","Dec 10, 2022, 03:00:08 AM"
"2563545","ahppdwintvsql03","SQL Server","N/A","default","Backup","Transaction Log","247204110","64921869","Completed","","12.560","","","Nov 24, 2022, 03:00:08 AM"
"2563544","ahppdwaxmvsql03","SQL Server","N/A","default","Backup","Transaction Log","10748392","153195","Completed","","3.280","","","Nov 24, 2022, 03:00:08 AM"
"2563543","ahppdwpsfvsql03","SQL Server","N/A","default","Backup","Transaction Log","8061538","563596","Completed","","1.930","","","Nov 24, 2022, 03:00:07 AM"
"2563542","ahp0430","SQL Server","N/A","default","Backup","Transaction Log","0","0","Completed","","'-1.000","","","Nov 10, 2022, 03:00:08 AM"
"2563541","AHPPDWINFA01","SQL Server","N/A","default","Backup","Transaction Log","55445530","10282139","Completed","","0.230","","","Nov 24, 2022, 03:00:08 AM"
"2563540","ahppdwvrnssql01","SQL Server","N/A","default","Backup","Transaction Log","4719080","61430","Completed","","0.070","","","Nov 24, 2022, 03:00:07 AM"
"2563539","AHPPDWINTVSQL02","SQL Server","N/A","06:00 AM backup","Backup","Transaction Log","121635182","34881343","Completed","","27.190","","","Nov 24, 2022, 03:00:07 AM"
"2563538","AHPPDWINTVSQL02","SQL Server","N/A","default","Backup","Transaction Log","82904382","37001479","Completed","","5.910","","","Nov 24, 2022, 03:00:07 AM"
"2563537","AHPPDWHRPVSQL02","SQL Server","N/A","06:00 AM backup","Backup","Transaction Log","0","0","Completed","","'-1.000","","","Nov 10, 2022, 03:00:07 AM"
"2563536","AHPPDWHRPVSQL02","SQL Server","N/A","default","Backup","Transaction Log","8520534","113505","Completed","","1.790","","","Nov 24, 2022, 03:00:06 AM"
"2563535","AHPPDWAXMVSQL02","SQL Server","N/A","default","Backup","Transaction Log","1179770","15455","Completed","","0.260","","","Nov 24, 2022, 03:00:06 AM"
"2563534","AHPQDWPSFVSQL01","SQL Server","N/A","default","Backup","Transaction Log","6750818","205416","Completed","","1.260","","","Dec 10, 2022, 03:00:06 AM"
"2563533","AHPQDWINTVSQL01","SQL Server","N/A","06:00 AM backup","Backup","Transaction Log","129171700","35322588","Completed","","36.090","","","Dec 10, 2022, 03:00:06 AM"
"2563532","AHPQDWINTVSQL01","SQL Server","N/A","default","Backup","Transaction Log","20973350","382158","Completed","","1.530","","","Dec 10, 2022, 03:00:06 AM"
"2563531","AHPQDWHRPVSQL01","SQL Server","N/A","06:00 AM backup","Backup","Transaction Log","1179770","15422","Completed","","0.440","","","Dec 10, 2022, 03:00:06 AM"
"2563530","AHPQDWHRPVSQL01","SQL Server","N/A","default","Backup","Transaction Log","10093520","144357","Completed","","1.410","","","Dec 10, 2022, 03:00:06 AM"
"2563529","AHPQDWAXMVSQL01","SQL Server","N/A","default","Backup","Transaction Log","13304418","338109","Completed","","2.480","","","Dec 10, 2022, 03:00:06 AM"
"2563528","AHPTDWINTVSQL01","SQL Server","N/A","default","Backup","Transaction Log","30346096","441350","Completed","","1.780","","","Dec 10, 2022, 03:00:06 AM"
"2563527","AHPTDWHRPVSQL01","SQL Server","N/A","default","Backup","Transaction Log","9831376","131820","Completed","","1.430","","","Dec 10, 2022, 03:00:06 AM"
"2563526","AHPTDWAXMVSQL01","SQL Server","N/A","default","Backup","Transaction Log","6160994","86072","Completed","","1.220","","","Dec 10, 2022, 03:00:06 AM"
"2563525","AHPDDWHRPVSQL01","SQL Server","N/A","default","Backup","Transaction Log","11731432","365381","Completed","","2.620","","","Dec 10, 2022, 03:00:06 AM"
"2563524","AHPDDWAXMVSQL01","SQL Server","N/A","default","Backup","Transaction Log","18416348","1499159","Completed","","2.940","","","Dec 10, 2022, 03:00:06 AM"
"2563523","ahpddwinfa01","SQL Server","N/A","default","Backup","Transaction Log","46664072","6679477","Completed","","3.330","","","Dec 10, 2022, 03:00:06 AM"
"2563522","ahppdwacurpts","SQL Server","N/A","default","Backup","Transaction Log","4850152","65980","Completed","","0.070","","","Nov 24, 2022, 03:00:06 AM"
"2563521","ahppdwacuity","SQL Server","N/A","default","Backup","Transaction Log","17040092","2817434","Completed","","0.160","","","Nov 24, 2022, 03:00:06 AM"
"2563520","AHPPDWHRPVSQL01","SQL Server","N/A","Repli _Backup","Backup","Transaction Log","0","0","Completed","","'-1.000","","","Nov 10, 2022, 03:00:06 AM"
"2563519","AHPPDWHRPVSQL01","SQL Server","N/A","default","Backup","Transaction Log","6292066","91584","Completed","","1.760","","","Nov 24, 2022, 03:00:05 AM"
"2563518","AHPPDWAXMVSQL01","SQL Server","N/A","default","Backup","Transaction Log","677577070","172189974","Completed","","119.570","","","Nov 24, 2022, 03:00:05 AM"
"2563517","ahpdawautomic","SQL Server","N/A","default","Backup","Transaction Log","12517620","3292097","Completed","","2.620","","","Dec 10, 2022, 03:00:05 AM"
"2563516","ahp0414","SQL Server","N/A","default","Backup","Transaction Log","5374318","131288","Completed","","0.090","","","Nov 24, 2022, 03:00:05 AM"
"2563515","ahp0435","SQL Server","N/A","default","Backup","Transaction Log","2097396","26387","Completed","","0.410","","","Nov 24, 2022, 03:00:05 AM"
"2563514","gnvpawtfs","SQL Server","N/A","default","Backup","Transaction Log","7340764","100915","Completed","","0.070","","","Nov 24, 2022, 03:00:05 AM"
"2563513","ahp0213","SQL Server","N/A","default","Backup","Transaction Log","82254634","1433348","Completed","","3.280","","","Nov 24, 2022, 03:00:05 AM"
"2563512","ahp0926","SQL Server","N/A","default","Backup","Transaction Log","116665182","2448999","Completed","","1.410","","","Nov 24, 2022, 03:00:05 AM"
"2563511","miatdwvsql01","SQL Server","N/A","default","Backup","Transaction Log","34735056","1060470","Completed","","4.660","","","Dec 10, 2022, 03:00:04 AM"
"2563510","ahppdwhresb","SQL Server","N/A","default","Backup","Transaction Log","48632226","812180","Completed","","1.960","","","Dec 10, 2022, 03:00:04 AM"
"2563509","miapdwcm01","SQL Server","N/A","default","Backup","Transaction Log","101908968","14183312","Completed","","34.170","","","Nov 24, 2022, 03:00:04 AM"
"2563508","miapdwalmdb","SQL Server","N/A","default","Backup","Transaction Log","10224470","458372","Completed","","2.450","","","Nov 24, 2022, 03:00:04 AM"
"2563507","ahp0751","SQL Server","N/A","default","Backup","Transaction Log","262519587548","3441704358","Completed","","539.650","","","Nov 24, 2022, 03:00:04 AM"
"2563506","gnvpdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","109183464","31976684","Completed","","1.380","","","Nov 24, 2022, 03:00:04 AM"
"2563505","gnvpdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","3539310","44487","Completed","","0.060","","","Nov 24, 2022, 03:00:02 AM"
"2563504","gnvpdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","8651484","146989","Completed","","0.090","","","Nov 24, 2022, 03:00:02 AM"
"2563503","miapdwfarm02","SQL Server","N/A","default","Backup","Transaction Log","5833070","290955","Completed","","0.100","","","Nov 24, 2022, 03:00:02 AM"
"2563502","miapdwfarm02","SQL Server","N/A","default","Backup","Transaction Log","91166432","1940274","Completed","","0.140","","","Nov 24, 2022, 03:00:02 AM"
"2563501","ahp0494","SQL Server","N/A","default","Backup","Transaction Log","1179770","17767","Completed","","0.660","","","Nov 24, 2022, 03:00:02 AM"
"2563500","ahp0758","SQL Server","N/A","default","Backup","Transaction Log","5898606","533567","Completed","","1.980","","","Nov 24, 2022, 03:00:02 AM"
"2563499","miapdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","12714960","234750","Completed","","2.840","","","Nov 24, 2022, 03:00:02 AM"
"2563498","miapdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","10093276","193532","Completed","","2.600","","","Nov 24, 2022, 03:00:02 AM"
"2563497","gnvtdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","119276008","36085074","Completed","","18.180","","","Dec 10, 2022, 03:00:02 AM"
"2563496","gnvtdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","4981224","69213","Completed","","0.760","","","Dec 10, 2022, 03:00:02 AM"
"2563495","gnvtdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","99418844","14279739","Completed","","13.330","","","Dec 10, 2022, 03:00:02 AM"
"2563494","ahp0493","SQL Server","N/A","default","Backup","Transaction Log","11535190","224444","Completed","","1.430","","","Dec 10, 2022, 03:00:02 AM"
"2563493","miatdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","4719080","60042","Completed","","0.930","","","Dec 10, 2022, 03:00:02 AM"
"2563492","miatdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","3539310","44302","Completed","","0.590","","","Dec 10, 2022, 03:00:02 AM"
"2563491","miatdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","40242276","767957","Completed","","2.110","","","Dec 10, 2022, 03:00:02 AM"
"2563490","ahp0759","SQL Server","N/A","default","Backup","Transaction Log","6619502","301654","Completed","","1.310","","","Dec 10, 2022, 03:00:02 AM"
"2563489","ahp0763","SQL Server","N/A","default","Backup","Transaction Log","11862748","428402","Completed","","1.730","","","Dec 10, 2022, 03:00:02 AM"
"2563488","miatdwfarm02","SQL Server","N/A","default","Backup","Transaction Log","12911812","200337","Completed","","1.240","","","Dec 10, 2022, 03:00:02 AM"
"2563487","miapdwfarm01","SQL Server","N/A","ERPM_DB","Backup","Transaction Log","6619380","600815","Completed","","3.170","","","Nov 24, 2022, 03:00:02 AM"
"2563486","avmedptccs01_Failover","SQL Server","N/A","CvFailoverLogShipping","Backup","Transaction Log","54067810","54191144","Completed","","15.110","","","Nov 24, 2022, 03:00:02 AM"
"2563484","avmedptccs01_Failover","SQL Server","N/A","CvFailoverLogShipping","Backup","Transaction Log","20644450","20694344","Completed","","6.290","","","Nov 24, 2022, 02:45:11 AM"
"2563482","miapdwfarm01","SQL Server","N/A","ERPM_DB","Backup","Transaction Log","6488308","540582","Completed","","2.420","","","Nov 24, 2022, 02:30:11 AM"
"2563481","avmedptccs01_Failover","SQL Server","N/A","CvFailoverLogShipping","Backup","Transaction Log","24969826","25029224","Completed","","7.610","","","Nov 24, 2022, 02:30:11 AM"
"2563479","avmedptccs01_Failover","SQL Server","N/A","CvFailoverLogShipping","Backup","Transaction Log","86114914","86308616","Completed","","26.250","","","Nov 24, 2022, 02:15:11 AM"
"2563477","ahp0218","SQL Server","N/A","default","Backup","Transaction Log","0","0","Completed","","'-1.000","","","Nov 10, 2022, 02:00:17 AM"
"2563476","ahppdwanlysql01","SQL Server","N/A","default","Backup","Transaction Log","14746576","314820","Completed","","1.500","","","Nov 24, 2022, 02:00:17 AM"
"2563475","ahppdworahyp11","SQL Server","N/A","default","Backup","Transaction Log","16278161312","455671986","Completed","","894.700","","","Nov 24, 2022, 02:00:17 AM"
"2563474","ahppdwstepwse01","SQL Server","N/A","default","Backup","Transaction Log","6292066","92555","Completed","","0.070","","","Nov 24, 2022, 02:00:17 AM"
"2563473","ahptdwstepwse01","SQL Server","N/A","default","Backup","Transaction Log","2359540","30299","Completed","","0.720","","","Dec 10, 2022, 02:00:17 AM"
"2563472","ahpddwstepwse01","SQL Server","N/A","default","Backup","Transaction Log","3539310","46035","Completed","","0.910","","","Dec 10, 2022, 02:00:17 AM"
"2563471","ahppdwmoveit01","SQL Server","N/A","default","Backup","Transaction Log","30212462","7952272","Completed","","0.460","","","Nov 24, 2022, 02:00:16 AM"
"2563470","ahptdwmoveit01","SQL Server","N/A","default","Backup","Transaction Log","97714420","25370530","Completed","","21.840","","","Dec 10, 2022, 02:00:16 AM"
"2563469","ahptdworahyp11","SQL Server","N/A","default","Backup","Transaction Log","40044448","5915002","Completed","","3.530","","","Dec 10, 2022, 02:00:16 AM"
"2563468","ahppdwintvsql03","SQL Server","N/A","default","Backup","Transaction Log","800917774","212611903","Completed","","41.960","","","Nov 24, 2022, 02:00:16 AM"
"2563467","ahppdwaxmvsql03","SQL Server","N/A","default","Backup","Transaction Log","10748392","153330","Completed","","3.280","","","Nov 24, 2022, 02:00:16 AM"
"2563466","ahppdwpsfvsql03","SQL Server","N/A","default","Backup","Transaction Log","8061538","579144","Completed","","2.250","","","Nov 24, 2022, 02:00:16 AM"
"2563465","ahp0430","SQL Server","N/A","default","Backup","Transaction Log","0","0","Completed","","'-1.000","","","Nov 10, 2022, 02:00:16 AM"
"2563464","AHPPDWINFA01","SQL Server","N/A","default","Backup","Transaction Log","56100890","10419267","Completed","","0.230","","","Nov 24, 2022, 02:00:16 AM"
"2563463","ahppdwvrnssql01","SQL Server","N/A","default","Backup","Transaction Log","4719080","63126","Completed","","0.060","","","Nov 24, 2022, 02:00:16 AM"
"2563462","AHPPDWINTVSQL02","SQL Server","N/A","06:00 AM backup","Backup","Transaction Log","1210974574","337853252","Completed","","270.670","","","Nov 24, 2022, 02:00:16 AM"
"2563461","AHPPDWINTVSQL02","SQL Server","N/A","default","Backup","Transaction Log","13501758","191582","Completed","","1.740","","","Nov 24, 2022, 02:00:16 AM"
"2563460","AHPPDWHRPVSQL02","SQL Server","N/A","06:00 AM backup","Backup","Transaction Log","0","0","Completed","","'-1.000","","","Nov 10, 2022, 02:00:15 AM"
"2563459","AHPPDWHRPVSQL02","SQL Server","N/A","default","Backup","Transaction Log","8520534","113550","Completed","","1.900","","","Nov 24, 2022, 02:00:15 AM"
"2563458","AHPPDWAXMVSQL02","SQL Server","N/A","default","Backup","Transaction Log","1179770","15470","Completed","","0.570","","","Nov 24, 2022, 02:00:15 AM"
"2563457","AHPQDWPSFVSQL01","SQL Server","N/A","default","Backup","Transaction Log","7012962","219279","Completed","","1.310","","","Dec 10, 2022, 02:00:15 AM"
"2563456","AHPQDWINTVSQL01","SQL Server","N/A","06:00 AM backup","Backup","Transaction Log","11534580","3179896","Completed","","3.870","","","Dec 10, 2022, 02:00:15 AM"
"2563455","AHPQDWINTVSQL01","SQL Server","N/A","default","Backup","Transaction Log","20973350","398129","Completed","","2.200","","","Dec 10, 2022, 02:00:15 AM"
"2563454","AHPQDWHRPVSQL01","SQL Server","N/A","06:00 AM backup","Backup","Transaction Log","1179770","15436","Completed","","0.440","","","Dec 10, 2022, 02:00:15 AM"
"2563453","AHPQDWHRPVSQL01","SQL Server","N/A","default","Backup","Transaction Log","10093520","144591","Completed","","1.470","","","Dec 10, 2022, 02:00:15 AM"
"2563452","AHPQDWAXMVSQL01","SQL Server","N/A","default","Backup","Transaction Log","17629794","1831681","Completed","","3.280","","","Dec 10, 2022, 02:00:15 AM"
"2563451","AHPTDWINTVSQL01","SQL Server","N/A","default","Backup","Transaction Log","30346096","441531","Completed","","1.960","","","Dec 10, 2022, 02:00:15 AM"
"2563450","AHPTDWHRPVSQL01","SQL Server","N/A","default","Backup","Transaction Log","9831376","131792","Completed","","1.430","","","Dec 10, 2022, 02:00:15 AM"
"2563449","AHPTDWAXMVSQL01","SQL Server","N/A","default","Backup","Transaction Log","6160994","86073","Completed","","1.150","","","Dec 10, 2022, 02:00:14 AM"
"2563448","AHPDDWHRPVSQL01","SQL Server","N/A","default","Backup","Transaction Log","13042152","651915","Completed","","2.570","","","Dec 10, 2022, 02:00:14 AM"
"2563447","AHPDDWAXMVSQL01","SQL Server","N/A","default","Backup","Transaction Log","18481884","1516159","Completed","","3.100","","","Dec 10, 2022, 02:00:14 AM"
"2563446","ahpddwinfa01","SQL Server","N/A","default","Backup","Transaction Log","46795144","6653277","Completed","","3.490","","","Dec 10, 2022, 02:00:14 AM"
"2563445","ahppdwacurpts","SQL Server","N/A","default","Backup","Transaction Log","4850152","66084","Completed","","0.070","","","Nov 24, 2022, 02:00:14 AM"
"2563444","ahppdwacuity","SQL Server","N/A","default","Backup","Transaction Log","7537372","189343","Completed","","0.080","","","Nov 24, 2022, 02:00:14 AM"
"2563443","AHPPDWHRPVSQL01","SQL Server","N/A","Repli _Backup","Backup","Transaction Log","0","0","Completed","","'-1.000","","","Nov 10, 2022, 02:00:14 AM"
"2563442","AHPPDWHRPVSQL01","SQL Server","N/A","default","Backup","Transaction Log","6292066","91498","Completed","","1.510","","","Nov 24, 2022, 02:00:14 AM"
"2563441","AHPPDWAXMVSQL01","SQL Server","N/A","default","Backup","Transaction Log","20986528110","4961965042","Completed","","429.040","","","Nov 24, 2022, 02:00:14 AM"
"2563440","ahpdawautomic","SQL Server","N/A","default","Backup","Transaction Log","12583156","3318600","Completed","","3.840","","","Dec 10, 2022, 02:00:13 AM"
"2563439","ahp0414","SQL Server","N/A","default","Backup","Transaction Log","5374318","133380","Completed","","0.090","","","Nov 24, 2022, 02:00:13 AM"
"2563438","ahp0435","SQL Server","N/A","default","Backup","Transaction Log","2097396","26390","Completed","","0.500","","","Nov 24, 2022, 02:00:13 AM"
"2563437","gnvpawtfs","SQL Server","N/A","default","Backup","Transaction Log","7340764","101100","Completed","","0.070","","","Nov 24, 2022, 02:00:13 AM"
"2563436","ahp0213","SQL Server","N/A","default","Backup","Transaction Log","82385706","1423840","Completed","","3.250","","","Nov 24, 2022, 02:00:13 AM"
"2563435","ahp0926","SQL Server","N/A","default","Backup","Transaction Log","115616606","2185803","Completed","","1.350","","","Nov 24, 2022, 02:00:13 AM"
"2563434","miatdwvsql01","SQL Server","N/A","default","Backup","Transaction Log","34735056","1060497","Completed","","4.850","","","Dec 10, 2022, 02:00:13 AM"
"2563433","ahppdwhresb","SQL Server","N/A","default","Backup","Transaction Log","48304546","775264","Completed","","1.930","","","Dec 10, 2022, 02:00:13 AM"
"2563432","miapdwcm01","SQL Server","N/A","default","Backup","Transaction Log","103481832","14443274","Completed","","31.540","","","Nov 24, 2022, 02:00:13 AM"
"2563431","miapdwalmdb","SQL Server","N/A","default","Backup","Transaction Log","10224470","463221","Completed","","2.450","","","Nov 24, 2022, 02:00:13 AM"
"2563430","ahp0751","SQL Server","N/A","default","Backup","Transaction Log","262274876124","4192561676","Completed","","594.150","","","Nov 24, 2022, 02:00:12 AM"
"2563429","gnvpdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","152240616","43789556","Completed","","1.920","","","Nov 24, 2022, 02:00:12 AM"
"2563428","gnvpdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","3539310","44561","Completed","","0.060","","","Nov 24, 2022, 02:00:11 AM"
