Backup job summary
 Report generated on Nov 10, 2022, 9:33:02 AM

Job Details
"Job ID","Server","Agent","HyperVisor Type","Subclient","Type","Backup Type","Application Size","Media Size","Job status","Failure Reason","Throughput (GB/Hour)","VM Operating System","VM Datastore","Retain Data Until"
"2562750","ahp0494","Windows File System","N/A","default","Backup","Incremental","573495191","42702491","Completed","","58.270","","","Nov 23, 2022, 09:00:09 PM"
"2562749","ahpqawchraxim02","Windows File System","N/A","default","Backup","Incremental","6503169682","344871920","Completed","","82.900","","","Dec 9, 2022, 09:00:09 PM"
"2562748","miatdwfarm01","Windows File System","N/A","default","Backup","Incremental","3147085867","254262604","Completed","","26.180","","","Dec 9, 2022, 09:00:09 PM"
"2562747","ahp0763","Windows File System","N/A","default","Backup","Incremental","671188151","45751636","Completed","","86.550","","","Dec 9, 2022, 09:00:09 PM"
"2562746","miapdwfarm01","SQL Server","N/A","ERPM_DB","Backup","Transaction Log","6553844","570380","Completed","","2.750","","","Nov 23, 2022, 09:00:08 PM"
"2562745","ahppdwacuity","SQL Server","N/A","ACUITY","Backup","Full","1438947934330","98632597299","Completed","","620.190","","","Nov 23, 2022, 09:00:08 PM"
"2562744","ahppdwacurpts","SQL Server","N/A","default","Backup","Differential","57213660","5238327","Completed","","1.120","","","Nov 23, 2022, 09:00:08 PM"
"2562743","ahppdwacuity","SQL Server","N/A","default","Backup","Differential","1087636432","148409035","Completed","","12.030","","","Nov 23, 2022, 09:00:08 PM"
"2562742","AHPPALEDWMLNF01","Linux File System","N/A","default","Backup","Incremental","61993693835","11651898417","Completed","","907.640","","","Nov 23, 2022, 09:00:03 PM"
"2562741","AHPQDWPSFVSQL01","Windows File System","N/A","default","Backup","Incremental","181082282","9246321","Completed","","46.700","","","Dec 9, 2022, 09:00:03 PM"
"2562740","ahppdwpre02n02","Windows File System","N/A","default","Backup","Incremental","4208155759","245200510","Completed","","13.810","","","Nov 23, 2022, 09:00:03 PM"
"2562739","gnvpawtfs","Windows File System","N/A","default","Backup","Incremental","804288615","50358416","Completed","","29.960","","","Nov 23, 2022, 09:00:03 PM"
"2562738","dm02db02","Linux File System","N/A","default","Backup","Incremental","37303837684","450107549","Completed","","262.750","","","Nov 23, 2022, 09:00:03 PM"
"2562737","ahppdldb01","Linux File System","N/A","default","Backup","Incremental","34558710645","157267323","Completed","","2106.670","","","Nov 23, 2022, 09:00:03 PM"
"2562736","ahppawarc01","Windows File System","N/A","default","Backup","Incremental","1496768093","357963992","Completed","","83.640","","","Nov 23, 2022, 09:00:03 PM"
"2562735","gnvtdwfarm01","Windows File System","N/A","default","Backup","Incremental","2728747456","410829714","Completed","","22.100","","","Dec 9, 2022, 09:00:03 PM"
"2562734","avmedptccs01_Failover","SQL Server","N/A","CvFailoverLogShipping","Backup","Transaction Log","54723170","54847944","Completed","","15.290","","","Nov 23, 2022, 09:00:03 PM"
"2562733","ahp0751","SQL Server","N/A","default","Backup","Full","286102848464","4823195311","Completed","","470.670","","","Nov 23, 2022, 09:00:03 PM"
"2562731","avmedptccs01_Failover","SQL Server","N/A","CvFailoverLogShipping","Backup","Transaction Log","73859682","74026504","Completed","","20.640","","","Nov 23, 2022, 08:45:08 PM"
"2562729","FTCPAWVISN02","Virtual Server","VMware","default21_Prod","Backup","Incremental","2865758553","820934297","Completed","","48.280","Microsoft Windows Server 2016 (64-bit)","VxRail-Virtual-SAN-Datastore-da6217ad-afb7-44ad-a40a-757871d7e614","Dec 9, 2022, 08:30:41 PM"
"2562728","FTCPAWVISN01","Virtual Server","VMware","default21_Prod","Backup","Incremental","2953229827","866968469","Completed","","50.260","Microsoft Windows Server 2016 (64-bit)","VxRail-Virtual-SAN-Datastore-da6217ad-afb7-44ad-a40a-757871d7e614","Dec 9, 2022, 08:31:11 PM"
"2562727","AHPQALBOMESB01","Virtual Server","VMware","default11_Dev","Backup","Incremental","866230526","180041176","Completed","","60.510","Red Hat Enterprise Linux 7 (64-bit)","VxRail-Virtual-SAN-Datastore-da6217ad-afb7-44ad-a40a-757871d7e614","Dec 9, 2022, 08:30:41 PM"
"2562726","MIAPAWPLANETP01","Virtual Server","VMware","default12_Prod","Backup","Incremental","5072211303","901348341","Completed","","19.300","Microsoft Windows Server 2012 (64-bit)","VxRail-Virtual-SAN-Datastore-379d6f0c-8476-402b-947e-a8102781af49","Nov 23, 2022, 08:31:07 PM"
"2562725","AHP0930","Virtual Server","VMware","default12_Prod","Backup","Incremental","6394493367","1336491598","Completed","","28.930","Microsoft Windows Server 2012 (64-bit)","VxRail-Virtual-SAN-Datastore-379d6f0c-8476-402b-947e-a8102781af49","Nov 23, 2022, 08:31:05 PM"
"2562724","AHP0417","Virtual Server","VMware","default12_Prod","Backup","Incremental","3381555687","993136342","Completed","","16.870","Microsoft Windows Server 2012 (64-bit)","VxRail-Virtual-SAN-Datastore-379d6f0c-8476-402b-947e-a8102781af49","Nov 23, 2022, 08:45:56 PM"
"2562723","AHPPAWVRNSSLR01","Virtual Server","VMware","default12_Prod","Backup","Incremental","8526992484","2230849855","Completed","","45.090","Microsoft Windows Server 2016 or later (64-bit)","VxRail-Virtual-SAN-Datastore-379d6f0c-8476-402b-947e-a8102781af49","Nov 23, 2022, 08:34:42 PM"
"2562722","AHPPAATRAP02","Virtual Server","VMware","default12_Prod","Backup","Incremental","2308612355","425033088","Completed","","60.950","CentOS 7 (64-bit)","VxRail-Virtual-SAN-Datastore-379d6f0c-8476-402b-947e-a8102781af49","Dec 9, 2022, 08:31:05 PM"
"2562721","PTCPMLVROPS01","Virtual Server","VMware","default12_Prod","Backup","Incremental","19756434684","3960545013","Completed","","47.690","VMware Photon OS (64-bit)","VxRail-Virtual-SAN-Datastore-379d6f0c-8476-402b-947e-a8102781af49","Nov 23, 2022, 08:30:41 PM"
"2562720","ptcpdwsfbn02","Virtual Server","VMware","default12_Prod","Backup","Incremental","12567042636","2246394334","Completed","","59.090","Microsoft Windows Server 2019 (64-bit)","VxRail-Virtual-SAN-Datastore-379d6f0c-8476-402b-947e-a8102781af49","Nov 23, 2022, 08:31:07 PM"
"2562719","AHPPMWRADIUS01","Virtual Server","VMware","default12_Prod","Backup","Incremental","8537554867","648151713","Completed","","65.800","Microsoft Windows Server 2019 (64-bit)","VxRail-Virtual-SAN-Datastore-379d6f0c-8476-402b-947e-a8102781af49","Nov 23, 2022, 08:47:22 PM"
"2562718","PTCPMWDHCP01","Virtual Server","VMware","default12_Prod","Backup","Incremental","4500777009","766173220","Completed","","31.370","Microsoft Windows Server 2019 (64-bit)","VxRail-Virtual-SAN-Datastore-379d6f0c-8476-402b-947e-a8102781af49","Nov 23, 2022, 08:48:17 PM"
"2562717","PTCPAWADDMPRO01","Virtual Server","VMware","Default17_Prod","Backup","Incremental","4594511218","811733634","Completed","","72.660","Microsoft Windows Server 2012 (64-bit)","VxRail-Virtual-SAN-Datastore-379d6f0c-8476-402b-947e-a8102781af49","Nov 23, 2022, 08:57:11 PM"
"2562716","PTCPIWVDOPPD01","Virtual Server","VMware","Default17_Prod","Backup","Incremental","3801530580","626758024","Completed","","22.130","Microsoft Windows Server 2012 (64-bit)","VxRail-Virtual-SAN-Datastore-379d6f0c-8476-402b-947e-a8102781af49","Nov 23, 2022, 08:48:07 PM"
"2562715","PTCPIWVDSOPXY01","Virtual Server","VMware","Default17_Prod","Backup","Incremental","5994178829","1062066818","Completed","","26.340","Microsoft Windows Server 2012 (64-bit)","VxRail-Virtual-SAN-Datastore-379d6f0c-8476-402b-947e-a8102781af49","Nov 23, 2022, 08:33:32 PM"
"2562714","PTCPIWVDSOPXY02","Virtual Server","VMware","Default17_Prod","Backup","Incremental","7338427216","1056972462","Completed","","20.660","Microsoft Windows Server 2012 (64-bit)","VxRail-Virtual-SAN-Datastore-379d6f0c-8476-402b-947e-a8102781af49","Nov 23, 2022, 08:31:32 PM"
"2562713","PTCPALR7N01","Virtual Server","VMware","Default17_Prod","Backup","Incremental","293825229","28470762","Completed","","27.360","Red Hat Enterprise Linux 7 (64-bit)","VxRail-Virtual-SAN-Datastore-379d6f0c-8476-402b-947e-a8102781af49","Dec 9, 2022, 08:31:18 PM"
"2562712","AHP0803","Virtual Server","VMware","default9_Prod","Backup","Incremental","359407374","28594143","Completed","","30.900","Red Hat Enterprise Linux 6 (64-bit)","VxRail-Virtual-SAN-Datastore-379d6f0c-8476-402b-947e-a8102781af49","Dec 9, 2022, 08:30:40 PM"
"2562711","PTCPALVFREL01","Virtual Server","VMware","default9_Prod","Backup","Incremental","451591885","59732348","Completed","","28.570","Red Hat Enterprise Linux 7 (64-bit)","VxRail-Virtual-SAN-Datastore-379d6f0c-8476-402b-947e-a8102781af49","Dec 9, 2022, 08:30:56 PM"
"2562710","AHPPAAZSCALER01","Virtual Server","VMware","default9_Prod","Backup","Incremental","71540239","12306227","Completed","","34.270","CentOS 7 (64-bit)","VxRail-Virtual-SAN-Datastore-379d6f0c-8476-402b-947e-a8102781af49","Dec 9, 2022, 08:30:56 PM"
"2562709","PTCPAAZSCALER02","Virtual Server","VMware","default9_Prod","Backup","Incremental","70490968","11184749","Completed","","39.390","CentOS 7 (64-bit)","VxRail-Virtual-SAN-Datastore-379d6f0c-8476-402b-947e-a8102781af49","Dec 9, 2022, 08:30:56 PM"
"2562708","AHP0764","Virtual Server","VMware","default16_Dev","Backup","Incremental","3753332280","1000671120","Completed","","99.090","Microsoft Windows Server 2012 (64-bit)","VxRail-Virtual-SAN-Datastore-da6217ad-afb7-44ad-a40a-757871d7e614","Dec 9, 2022, 08:41:53 PM"
"2562707","AHP0765","Virtual Server","VMware","default16_Dev","Backup","Incremental","4060237389","1058253384","Completed","","24.140","Microsoft Windows Server 2012 (64-bit)","VxRail-Virtual-SAN-Datastore-da6217ad-afb7-44ad-a40a-757871d7e614","Dec 9, 2022, 08:31:33 PM"
"2562706","AHP0766","Virtual Server","VMware","default16_Dev","Backup","Incremental","4871801654","1161570475","Completed","","31.840","Microsoft Windows Server 2012 (64-bit)","VxRail-Virtual-SAN-Datastore-da6217ad-afb7-44ad-a40a-757871d7e614","Dec 9, 2022, 08:31:33 PM"
"2562705","AHP0762","Virtual Server","VMware","default16_Dev","Backup","Incremental","29391021815","10401752290","Completed","","99.940","Microsoft Windows Server 2012 (64-bit)","VxRail-Virtual-SAN-Datastore-da6217ad-afb7-44ad-a40a-757871d7e614","Dec 9, 2022, 08:30:54 PM"
"2562704","AHP0934","Virtual Server","VMware","default16_Dev","Backup","Incremental","6015020634","1653746138","Completed","","31.070","Microsoft Windows Server 2012 (64-bit)","VxRail-Virtual-SAN-Datastore-da6217ad-afb7-44ad-a40a-757871d7e614","Dec 9, 2022, 08:31:32 PM"
"2562703","AHP0935","Virtual Server","VMware","default16_Dev","Backup","Incremental","7049782527","1689140241","Completed","","40.890","Microsoft Windows Server 2012 (64-bit)","VxRail-Virtual-SAN-Datastore-da6217ad-afb7-44ad-a40a-757871d7e614","Dec 9, 2022, 08:31:33 PM"
"2562702","AHPQALBOMESB02","Virtual Server","VMware","default5_Dev","Backup","Incremental","939953793","177352464","Completed","","40.400","Red Hat Enterprise Linux 7 (64-bit)","VxRail-Virtual-SAN-Datastore-da6217ad-afb7-44ad-a40a-757871d7e614","Dec 9, 2022, 08:30:42 PM"
"2562701","AHPDAWSTEPWSE01","Virtual Server","VMware","default5_Dev","Backup","Incremental","6419886649","1751112529","Completed","","45.800","Microsoft Windows Server 2019 (64-bit)","VxRail-Virtual-SAN-Datastore-da6217ad-afb7-44ad-a40a-757871d7e614","Dec 9, 2022, 08:31:26 PM"
"2562700","AHP0460","Virtual Server","VMware","default15_Dev","Backup","Incremental","8185768721","1776986644","Completed","","44.700","Microsoft Windows Server 2012 (64-bit)","VxRail-Virtual-SAN-Datastore-da6217ad-afb7-44ad-a40a-757871d7e614","Dec 9, 2022, 08:31:27 PM"
"2562699","AHP0192","Virtual Server","VMware","default15_Dev","Backup","Incremental","5562338556","921836847","Completed","","47.570","Microsoft Windows Server 2008 (32-bit)","VxRail-Virtual-SAN-Datastore-da6217ad-afb7-44ad-a40a-757871d7e614","Dec 9, 2022, 08:31:27 PM"
"2562698","AHP0761","Virtual Server","VMware","default15_Dev","Backup","Incremental","3827099781","934110859","Completed","","16.060","Microsoft Windows Server 2012 (64-bit)","VxRail-Virtual-SAN-Datastore-da6217ad-afb7-44ad-a40a-757871d7e614","Dec 9, 2022, 08:30:41 PM"
"2562697","AHPQAWPSOFT02","Virtual Server","VMware","default7_Dev","Backup","Incremental","7718443107","1940615560","Completed","","67.220","Microsoft Windows Server 2012 (64-bit)","VxRail-Virtual-SAN-Datastore-da6217ad-afb7-44ad-a40a-757871d7e614","Dec 9, 2022, 08:30:40 PM"
"2562696","AHPTAWCHRAXIM01","Virtual Server","VMware","default7_Dev","Backup","Incremental","6876682003","1796344261","Completed","","54.380","Microsoft Windows Server 2012 (64-bit)","VxRail-Virtual-SAN-Datastore-da6217ad-afb7-44ad-a40a-757871d7e614","Dec 9, 2022, 08:30:59 PM"
"2562695","AHPQAWPSOFT03","Virtual Server","VMware","default7_Dev","Backup","Incremental","6297196146","1373954621","Completed","","46.000","Microsoft Windows Server 2016 (64-bit)","VxRail-Virtual-SAN-Datastore-da6217ad-afb7-44ad-a40a-757871d7e614","Dec 9, 2022, 08:30:56 PM"
"2562689","ahppdwstepwse01","SQL Server","N/A","default","Backup","Differential","273941334","24297108","Completed","","4.250","","","Dec 9, 2022, 08:30:06 PM"
"2562687","ahpddwstepwse01","SQL Server","N/A","default","Backup","Differential","96338896","6768465","Completed","","9.790","","","Dec 9, 2022, 08:30:06 PM"
"2562685","ahppdwintvsql03","SQL Server","N/A","default","Backup","Differential","148136200706","26030181768","Completed","","857.800","","","Nov 23, 2022, 08:30:06 PM"
"2562682","AHPPDWAXMVSQL02","SQL Server","N/A","default","Backup","Differential","435681034972","60248073544","Completed","","202.740","","","Nov 23, 2022, 08:30:06 PM"
"2562681","AHPQDWHRPVSQL01","SQL Server","N/A","default","Backup","Differential","24038999358","6033622733","Completed","","297.410","","","Dec 9, 2022, 08:30:06 PM"
"2562680","AHPDDWHRPVSQL01","SQL Server","N/A","default","Backup","Differential","314376924","45421889","Completed","","31.940","","","Dec 9, 2022, 08:30:06 PM"
"2562679","gnvtdwfarm01","SQL Server","N/A","default","Backup","Differential","5332730588","1064136103","Completed","","458.450","","","Dec 9, 2022, 08:30:06 PM"
"2562678","gnvpdwfarm01","SQL Server","N/A","default","Backup","Differential","5073470172","1002510442","Completed","","61.190","","","Nov 23, 2022, 08:30:06 PM"
"2562677","AHPPDWHRPVSQL01","SQL Server","N/A","default","Backup","Differential","59573200","4691100","Completed","","4.160","","","Nov 23, 2022, 08:30:06 PM"
"2562676","ahp0414","SQL Server","N/A","default","Backup","Differential","102695522","18183539","Completed","","1.770","","","Dec 9, 2022, 08:30:06 PM"
"2562675","ahp0435","SQL Server","N/A","default","Backup","Differential","42664546","5849688","Completed","","4.770","","","Nov 23, 2022, 08:30:06 PM"
"2562674","ahp0926","SQL Server","N/A","default","Backup","Differential","1190341714","238217064","Completed","","22.940","","","Nov 23, 2022, 08:30:06 PM"
"2562673","ahppdwhresb","SQL Server","N/A","default","Backup","Differential","7810651750","309369771","Completed","","269.970","","","Dec 9, 2022, 08:30:06 PM"
"2562672","miapdwfarm02","SQL Server","N/A","default","Backup","Differential","1597118786","330399556","Completed","","18.850","","","Nov 23, 2022, 08:30:06 PM"
"2562671","miatdwfarm01","SQL Server","N/A","default","Backup","Differential","35812217616","2673486861","Completed","","870.070","","","Dec 9, 2022, 08:30:06 PM"
"2562670","miatdwfarm02","SQL Server","N/A","default","Backup","Differential","853019382","156587013","Completed","","36.200","","","Dec 9, 2022, 08:30:06 PM"
"2562669","avmedptccs01_Failover","SQL Server","N/A","CvFailoverLogShipping","Backup","Transaction Log","45285986","45390024","Completed","","13.800","","","Nov 23, 2022, 08:30:06 PM"
"2562668","miapdwfarm01","SQL Server","N/A","ERPM_DB","Backup","Transaction Log","6553844","576743","Completed","","2.750","","","Dec 9, 2022, 08:30:06 PM"
"2562665","avmedptccs01_Failover","SQL Server","N/A","CvFailoverLogShipping","Backup","Transaction Log","144245346","144566824","Completed","","40.300","","","Nov 23, 2022, 08:15:05 PM"
"2562663","ahppdworahyp11","Windows File System","N/A","default","Backup","Incremental","52190575816","2729890120","Completed","","151.240","","","Dec 9, 2022, 08:00:17 PM"
"2562662","ahppdwpsfvsql03","Windows File System","N/A","default","Backup","Incremental","244381234386","2626323707","Completed","","542.980","","","Dec 9, 2022, 08:00:17 PM"
"2562661","ahppdwpre02n01","Windows File System","N/A","default","Backup","Incremental","4062018682","240728819","Completed","","12.180","","","Dec 9, 2022, 08:00:17 PM"
"2562660","ptcpawexch02","Windows File System","N/A","default","Backup","Incremental","64777462376","1525497739","Completed","","11.440","","","Nov 23, 2022, 08:00:16 PM"
"2562659","miapdwcm01","Windows File System","N/A","default","Backup","Incremental","1532563442","73523389","Completed","","53.520","","","Dec 9, 2022, 08:00:16 PM"
"2562658","gnvpawqlik01","Windows File System","N/A","default","Backup","Incremental","694610965","51715224","Completed","","61.290","","","Dec 9, 2022, 08:00:16 PM"
"2562657","ahppawchredw01","Windows File System","N/A","default","Backup","Incremental","1109238675","84302056","Completed with errors","Failed to create VSS snapshot required to run system state backup. System state backup is skipped. VSS Error ( [0x80004005 2147500037] Unspecified error ). Please refer VSS Event logs for more details.<br>Source: ahppawchredw01, Process: clBackup","19.270","","","Dec 9, 2022, 08:00:16 PM"
"2562656","ahp0218","SQL Server","N/A","default","Backup","Transaction Log","0","0","Completed","","'-1.000","","","Nov 9, 2022, 08:00:11 PM"
"2562655","ahppdwanlysql01","SQL Server","N/A","default","Backup","Transaction Log","14615504","322062","Completed","","2.720","","","Dec 9, 2022, 08:00:12 PM"
"2562654","ahppdworahyp11","SQL Server","N/A","default","Backup","Transaction Log","22611872","1138407","Completed","","2.230","","","Dec 9, 2022, 08:00:11 PM"
"2562653","ahppdwstepwse01","SQL Server","N/A","default","Backup","Transaction Log","6292066","97093","Completed","","0.070","","","Dec 9, 2022, 08:00:11 PM"
"2562652","ahptdwstepwse01","SQL Server","N/A","default","Backup","Transaction Log","2359540","30268","Completed","","0.720","","","Dec 9, 2022, 08:00:11 PM"
"2562651","ahpddwstepwse01","SQL Server","N/A","default","Backup","Transaction Log","3539310","45501","Completed","","0.910","","","Dec 9, 2022, 08:00:11 PM"
"2562650","ahppdwmoveit01","SQL Server","N/A","default","Backup","Transaction Log","15860078","3818426","Completed","","0.240","","","Dec 9, 2022, 08:00:11 PM"
"2562649","ahptdwmoveit01","SQL Server","N/A","default","Backup","Transaction Log","14221556","3926525","Completed","","2.650","","","Dec 9, 2022, 08:00:11 PM"
"2562648","ahptdworahyp11","SQL Server","N/A","default","Backup","Transaction Log","22480800","1046641","Completed","","1.450","","","Dec 9, 2022, 08:00:11 PM"
"2562647","ahppdwintvsql03","SQL Server","N/A","default","Backup","Transaction Log","1645676814","476377520","Completed","","88.990","","","Dec 9, 2022, 08:00:11 PM"
"2562646","ahppdwaxmvsql03","SQL Server","N/A","default","Backup","Transaction Log","10748392","153419","Completed","","3.000","","","Dec 9, 2022, 08:00:11 PM"
"2562645","ahppdwpsfvsql03","SQL Server","N/A","default","Backup","Transaction Log","9241186","1126910","Completed","","2.380","","","Dec 9, 2022, 08:00:11 PM"
"2562644","ahp0430","SQL Server","N/A","default","Backup","Transaction Log","0","0","Completed","","'-1.000","","","Nov 9, 2022, 08:00:11 PM"
"2562643","AHPPDWINFA01","SQL Server","N/A","default","Backup","Transaction Log","56231962","10443453","Completed","","0.230","","","Dec 9, 2022, 08:00:10 PM"
"2562642","ahppdwvrnssql01","SQL Server","N/A","default","Backup","Transaction Log","4719080","61365","Completed","","0.070","","","Nov 23, 2022, 08:00:10 PM"
"2562641","AHPPDWINTVSQL02","SQL Server","N/A","06:00 AM backup","Backup","Transaction Log","2452095342","680229684","Completed","","234.890","","","Nov 23, 2022, 08:00:10 PM"
"2562640","AHPPDWINTVSQL02","SQL Server","N/A","default","Backup","Transaction Log","13501758","191724","Completed","","1.190","","","Dec 9, 2022, 08:00:10 PM"
"2562639","AHPPDWHRPVSQL02","SQL Server","N/A","06:00 AM backup","Backup","Transaction Log","0","0","Completed","","'-1.000","","","Nov 9, 2022, 08:00:10 PM"
"2562638","AHPPDWHRPVSQL02","SQL Server","N/A","default","Backup","Transaction Log","14418774","1422492","Completed","","1.030","","","Dec 9, 2022, 08:00:10 PM"
"2562637","AHPPDWAXMVSQL02","SQL Server","N/A","default","Backup","Transaction Log","1179770","15464","Completed","","0.570","","","Nov 23, 2022, 08:00:10 PM"
"2562636","AHPQDWPSFVSQL01","SQL Server","N/A","default","Backup","Transaction Log","6750818","202504","Completed","","1.080","","","Dec 9, 2022, 08:00:10 PM"
"2562635","AHPQDWINTVSQL01","SQL Server","N/A","06:00 AM backup","Backup","Transaction Log","3973447924","1139946069","Completed","","350.580","","","Dec 9, 2022, 08:00:09 PM"
"2562634","ahppdworahyp11","SQL Server","N/A","default","Backup","Differential","558368916","117830897","Completed","","48.000","","","Dec 9, 2022, 08:00:16 PM"
"2562633","AHPQDWINTVSQL01","SQL Server","N/A","default","Backup","Transaction Log","21235494","434412","Completed","","1.580","","","Dec 9, 2022, 08:00:09 PM"
"2562632","ahppdwmoveit01","SQL Server","N/A","default","Backup","Differential","579797602","78195136","Completed","","8.130","","","Dec 9, 2022, 08:00:15 PM"
"2562631","AHPQDWHRPVSQL01","SQL Server","N/A","06:00 AM backup","Backup","Transaction Log","1179770","15400","Completed","","0.360","","","Dec 9, 2022, 08:00:09 PM"
"2562630","ahptdwmoveit01","SQL Server","N/A","default","Backup","Differential","660341224","93081608","Completed","","76.340","","","Dec 9, 2022, 08:00:15 PM"
"2562629","AHPQDWHRPVSQL01","SQL Server","N/A","default","Backup","Transaction Log","10355664","201311","Completed","","1.120","","","Dec 9, 2022, 08:00:09 PM"
"2562628","ahp0430","SQL Server","N/A","default","Backup","Differential","22020584","1011315","Completed","","3.690","","","Dec 9, 2022, 08:00:15 PM"
"2562627","AHPPDWHRPVSQL02","SQL Server","N/A","default","Backup","Differential","92341444","11994251","Completed","","5.530","","","Dec 9, 2022, 08:00:15 PM"
"2562626","AHPQDWAXMVSQL01","SQL Server","N/A","default","Backup","Transaction Log","12583522","254149","Completed","","2.340","","","Dec 9, 2022, 08:00:09 PM"
"2562625","AHPQALEDWMLIE09","Linux File System","N/A","default","Backup","Incremental","46628846357","11371978615","Completed","","1628.490","","","Dec 9, 2022, 08:00:14 PM"
"2562624","AHPQDWPSFVSQL01","SQL Server","N/A","default","Backup","Differential","453772484","105830153","Completed","","21.130","","","Dec 9, 2022, 08:00:15 PM"
"2562623","AHPTDWINTVSQL01","SQL Server","N/A","default","Backup","Transaction Log","389679984","97465507","Completed","","22.140","","","Dec 9, 2022, 08:00:09 PM"
"2562622","AHPDALEDC01","Linux File System","N/A","default","Backup","Incremental","2698902246","45718156","Completed","","291.900","","","Dec 9, 2022, 08:00:13 PM"
"2562621","AHPQDWAXMVSQL01","SQL Server","N/A","default","Backup","Differential","3646161750","615636316","Completed","","62.690","","","Dec 9, 2022, 08:00:15 PM"
"2562620","AHPTDWHRPVSQL01","SQL Server","N/A","default","Backup","Transaction Log","9831376","131686","Completed","","1.220","","","Dec 9, 2022, 08:00:09 PM"
"2562619","ahppdwanlysql01","Windows File System","N/A","default","Backup","Incremental","3257662913647","108778773209","Completed","","1023.830","","","Nov 23, 2022, 08:00:14 PM"
"2562618","AHPTDWINTVSQL01","SQL Server","N/A","default","Backup","Differential","1929579742","204336259","Completed","","96.560","","","Dec 9, 2022, 08:00:15 PM"
"2562617","AHPTDWAXMVSQL01","SQL Server","N/A","default","Backup","Transaction Log","6160994","86096","Completed","","1.150","","","Dec 9, 2022, 08:00:08 PM"
"2562616","AHPTALINTETL01","Linux File System","N/A","default","Backup","Incremental","7933062164","43421422","Completed","","483.590","","","Dec 9, 2022, 08:00:13 PM"
"2562615","AHPDDWAXMVSQL01","SQL Server","N/A","default","Backup","Differential","239928394","47100995","Completed","","24.380","","","Dec 9, 2022, 08:00:15 PM"
"2562614","AHPDDWHRPVSQL01","SQL Server","N/A","default","Backup","Transaction Log","11534824","321303","Completed","","2.420","","","Dec 9, 2022, 08:00:09 PM"
"2562613","ahptdworahyp11","Windows File System","N/A","default","Backup","Incremental","38908992731","437816705","Completed","","219.250","","","Dec 9, 2022, 08:00:13 PM"
"2562612","AHPPDWAXMVSQL01","SQL Server","N/A","default","Backup","Differential","57206899298","9885976152","Completed","","69.800","","","Nov 23, 2022, 08:00:15 PM"
"2562611","AHPDDWAXMVSQL01","SQL Server","N/A","default","Backup","Transaction Log","18547420","1537654","Completed","","3.110","","","Dec 9, 2022, 08:00:08 PM"
"2562610","ahpqdwclus01n02","Windows File System","N/A","default","Backup","Incremental","5561820441","333376400","Completed","","24.410","","","Dec 9, 2022, 08:00:13 PM"
"2562609","gnvpawtfs","SQL Server","N/A","default","Backup","Differential","86574154","12371200","Completed","","1.670","","","Nov 23, 2022, 08:00:15 PM"
"2562608","ahpddwinfa01","SQL Server","N/A","default","Backup","Transaction Log","47450504","6936328","Completed","","3.540","","","Dec 9, 2022, 08:00:08 PM"
"2562607","ahpddwclus01n01","Windows File System","N/A","default","Backup","Incremental","4297904496","269810339","Completed","","9.240","","","Dec 9, 2022, 08:00:13 PM"
"2562606","miapdwalmdb","SQL Server","N/A","default","Backup","Differential","103941194","18216284","Completed","","13.940","","","Dec 9, 2022, 08:00:15 PM"
"2562605","ahppdwacurpts","SQL Server","N/A","default","Backup","Transaction Log","4850152","66072","Completed","","0.070","","","Nov 23, 2022, 08:00:08 PM"
"2562604","ahppdldb01","Linux File System","N/A","amisysprdbkup","Backup","Incremental","6201251868","901760556","Completed","","244.600","","","Nov 23, 2022, 08:00:13 PM"
"2562603","miapdwfarm02","SQL Server","N/A","default","Backup","Differential","1842741858","176629958","Completed","","28.340","","","Dec 9, 2022, 08:00:15 PM"
"2562602","ahppdwacuity","SQL Server","N/A","default","Backup","Transaction Log","7209692","100092","Completed","","0.070","","","Nov 23, 2022, 08:00:08 PM"
"2562601","ahp0213","Windows File System","N/A","default","Backup","Incremental","10979861150","272262658","Completed","","43.570","","","Dec 9, 2022, 08:00:13 PM"
"2562600","miapdwfarm01","SQL Server","N/A","default","Backup","Differential","4846650564","438039719","Completed","","338.530","","","Dec 9, 2022, 08:00:15 PM"
"2562599","AHPPDWHRPVSQL01","SQL Server","N/A","Repli _Backup","Backup","Transaction Log","0","0","Completed","","'-1.000","","","Nov 9, 2022, 08:00:08 PM"
"2562598","dm02db01","Linux File System","N/A","default","Backup","Incremental","3199750372","208599445","Completed","","112.930","","","Dec 9, 2022, 08:00:13 PM"
"2562597","miapdwfarm01","SQL Server","N/A","default","Backup","Differential","119342154","21878557","Completed","","16.670","","","Dec 9, 2022, 08:00:14 PM"
"2562596","AHPPDWHRPVSQL01","SQL Server","N/A","default","Backup","Transaction Log","21365346","3558416","Completed","","3.410","","","Nov 23, 2022, 08:00:08 PM"
"2562595","ahp0756","Windows File System","N/A","default","Backup","Incremental","3710950055","392912135","Completed","","14.000","","","Dec 9, 2022, 08:00:13 PM"
"2562594","miatdwfarm01","SQL Server","N/A","default","Backup","Differential","74449750","6897384","Completed","","8.050","","","Dec 9, 2022, 08:00:13 PM"
"2562593","AHPPDWAXMVSQL01","SQL Server","N/A","default","Backup","Transaction Log","12386670","1011950","Completed","","2.770","","","Dec 9, 2022, 08:00:08 PM"
"2562592","gnvwfpshare01","Windows File System","N/A","default","Backup","Incremental","1141779842","204184158","Completed","","100.740","","","Dec 9, 2022, 08:00:12 PM"
