Backup job summary
 Report generated on Nov 10, 2022, 9:34:38 AM

Databases in SQL Server and Sybase Backup Jobs
"JobId","Server","Agent","Instance","BackupSet","Subclient","Type","Backup Type","Start Time","End Time","Storage Policy","Database Name","Database Size","Job status"
"2561673","avmedptccs01_Failover","SQL Server","AVMEDPTCCS01\COMMVAULT","defaultBackupSet","CvFailoverLogShipping","Backup","Transaction Log","Nov 9, 2022, 09:30:01 AM","Nov 9, 2022, 09:30:35 AM","CommServeDR","DM2","282624","Completed"
"2561673","avmedptccs01_Failover","SQL Server","AVMEDPTCCS01\COMMVAULT","defaultBackupSet","CvFailoverLogShipping","Backup","Transaction Log","Nov 9, 2022, 09:30:01 AM","Nov 9, 2022, 09:30:35 AM","CommServeDR","commserv","22493184","Completed"
"2561673","avmedptccs01_Failover","SQL Server","AVMEDPTCCS01\COMMVAULT","defaultBackupSet","CvFailoverLogShipping","Backup","Transaction Log","Nov 9, 2022, 09:30:01 AM","Nov 9, 2022, 09:30:35 AM","CommServeDR","CVCloud","438272","Completed"
"2561673","avmedptccs01_Failover","SQL Server","AVMEDPTCCS01\COMMVAULT","defaultBackupSet","CvFailoverLogShipping","Backup","Transaction Log","Nov 9, 2022, 09:30:01 AM","Nov 9, 2022, 09:30:35 AM","CommServeDR","AppStudioDB","282624","Completed"
"2561673","avmedptccs01_Failover","SQL Server","AVMEDPTCCS01\COMMVAULT","defaultBackupSet","CvFailoverLogShipping","Backup","Transaction Log","Nov 9, 2022, 09:30:01 AM","Nov 9, 2022, 09:30:35 AM","CommServeDR","WFEngine","421888","Completed"
"2561675","avmedptccs01_Failover","SQL Server","AVMEDPTCCS01\COMMVAULT","defaultBackupSet","CvFailoverLogShipping","Backup","Transaction Log","Nov 9, 2022, 09:45:01 AM","Nov 9, 2022, 09:45:24 AM","CommServeDR","WFEngine","421888","Completed"
"2561675","avmedptccs01_Failover","SQL Server","AVMEDPTCCS01\COMMVAULT","defaultBackupSet","CvFailoverLogShipping","Backup","Transaction Log","Nov 9, 2022, 09:45:01 AM","Nov 9, 2022, 09:45:24 AM","CommServeDR","AppStudioDB","282624","Completed"
"2561675","avmedptccs01_Failover","SQL Server","AVMEDPTCCS01\COMMVAULT","defaultBackupSet","CvFailoverLogShipping","Backup","Transaction Log","Nov 9, 2022, 09:45:01 AM","Nov 9, 2022, 09:45:24 AM","CommServeDR","CVCloud","438272","Completed"
"2561675","avmedptccs01_Failover","SQL Server","AVMEDPTCCS01\COMMVAULT","defaultBackupSet","CvFailoverLogShipping","Backup","Transaction Log","Nov 9, 2022, 09:45:01 AM","Nov 9, 2022, 09:45:24 AM","CommServeDR","commserv","27801600","Completed"
"2561675","avmedptccs01_Failover","SQL Server","AVMEDPTCCS01\COMMVAULT","defaultBackupSet","CvFailoverLogShipping","Backup","Transaction Log","Nov 9, 2022, 09:45:01 AM","Nov 9, 2022, 09:45:24 AM","CommServeDR","DM2","282624","Completed"
"2561677","miapdwfarm01","SQL Server","MIAPDWFARM01","defaultBackupSet","ERPM_DB","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:00:29 AM","SP_PTCData","ERPM_REPORT_DB","912384","Completed"
"2561677","miapdwfarm01","SQL Server","MIAPDWFARM01","defaultBackupSet","ERPM_DB","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:00:29 AM","SP_PTCData","ERPM_DB","4413440","Completed"
"2561678","avmedptccs01_Failover","SQL Server","AVMEDPTCCS01\COMMVAULT","defaultBackupSet","CvFailoverLogShipping","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:00:32 AM","CommServeDR","DM2","282624","Completed"
"2561678","avmedptccs01_Failover","SQL Server","AVMEDPTCCS01\COMMVAULT","defaultBackupSet","CvFailoverLogShipping","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:00:32 AM","CommServeDR","commserv","50399232","Completed"
"2561678","avmedptccs01_Failover","SQL Server","AVMEDPTCCS01\COMMVAULT","defaultBackupSet","CvFailoverLogShipping","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:00:32 AM","CommServeDR","CVCloud","438272","Completed"
"2561678","avmedptccs01_Failover","SQL Server","AVMEDPTCCS01\COMMVAULT","defaultBackupSet","CvFailoverLogShipping","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:00:32 AM","CommServeDR","AppStudioDB","282624","Completed"
"2561678","avmedptccs01_Failover","SQL Server","AVMEDPTCCS01\COMMVAULT","defaultBackupSet","CvFailoverLogShipping","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:00:32 AM","CommServeDR","WFEngine","421888","Completed"
"2561679","miatdwfarm02","SQL Server","MIATDWFARM02","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:08 AM","SP_FTCData_Dev","TransShuttle","584704","Completed"
"2561679","miatdwfarm02","SQL Server","MIATDWFARM02","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:08 AM","SP_FTCData_Dev","SSISDB","626688","Completed"
"2561679","miatdwfarm02","SQL Server","MIATDWFARM02","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:08 AM","SP_FTCData_Dev","ReportServer","317440","Completed"
"2561679","miatdwfarm02","SQL Server","MIATDWFARM02","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:08 AM","SP_FTCData_Dev","SQLSentry","276480","Completed"
"2561679","miatdwfarm02","SQL Server","MIATDWFARM02","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:08 AM","SP_FTCData_Dev","CAT_Prepay_Extracts_AvmHRP","407552","Completed"
"2561679","miatdwfarm02","SQL Server","MIATDWFARM02","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:08 AM","SP_FTCData_Dev","CAT_Retro_Extracts_Avm","620544","Completed"
